8.79,4.96,1.20,-0.10,-0.01,-0.05
8.82,4.92,1.19,-0.08,-0.00,-0.04
8.80,4.93,1.16,-0.05,0.01,-0.02
8.83,4.94,1.08,-0.02,0.01,-0.01
8.81,4.93,1.10,-0.01,0.00,-0.01
8.79,4.94,1.16,-0.01,-0.01,-0.02
8.78,4.96,1.23,-0.03,-0.00,-0.02
8.84,4.93,1.25,-0.04,0.01,-0.03
8.87,4.96,1.18,-0.03,0.03,-0.03
8.88,4.98,1.15,-0.01,0.03,-0.03
8.85,5.02,1.12,0.01,0.02,-0.03
8.87,4.99,1.12,0.00,0.01,-0.03
8.86,5.00,1.15,-0.01,-0.00,-0.04
8.86,5.00,1.17,-0.02,-0.01,-0.06
8.85,4.95,1.24,-0.04,-0.02,-0.06
8.87,4.92,1.24,-0.04,-0.02,-0.06
8.87,4.89,1.20,-0.03,-0.03,-0.05
8.85,4.87,1.23,-0.03,-0.03,-0.04
8.82,4.85,1.29,-0.03,-0.03,-0.05
8.83,4.84,1.25,-0.04,-0.02,-0.05
8.79,4.81,1.27,-0.06,-0.02,-0.06
8.80,4.81,1.29,-0.08,-0.02,-0.06
8.84,4.79,1.27,-0.08,-0.01,-0.06
8.84,4.79,1.24,-0.07,-0.00,-0.05
8.82,4.81,1.25,-0.07,-0.00,-0.03
8.84,4.85,1.24,-0.09,-0.01,-0.03
8.81,4.84,1.25,-0.11,-0.01,-0.04
8.84,4.86,1.28,-0.13,0.00,-0.05
8.86,4.89,1.19,-0.13,0.01,-0.04
8.85,4.91,1.16,-0.11,0.00,-0.03
8.84,4.90,1.21,-0.08,0.00,-0.03
8.84,4.88,1.20,-0.07,0.01,-0.01
8.84,4.87,1.23,-0.08,0.01,-0.02
8.83,4.87,1.19,-0.09,0.01,-0.02
8.81,4.88,1.17,-0.11,0.00,-0.03
8.80,4.92,1.14,-0.13,-0.00,-0.03
8.80,4.94,1.14,-0.13,0.00,-0.03
8.79,4.96,1.16,-0.11,0.01,-0.03
8.79,4.98,1.14,-0.09,0.02,-0.03
8.84,4.96,1.10,-0.07,0.03,-0.03
8.84,4.92,1.13,-0.06,0.02,-0.04
8.83,4.89,1.13,-0.08,0.02,-0.03
8.83,4.92,1.14,-0.10,0.00,-0.03
8.81,4.91,1.15,-0.12,-0.01,-0.04
8.80,4.93,1.18,-0.13,-0.02,-0.04
