0.19,5.37,-8.49,-0.25,0.19,-0.27
0.18,5.36,-8.55,-0.47,0.16,-0.16
0.18,5.37,-8.69,-0.67,0.10,-0.03
0.16,5.46,-8.80,-0.84,0.10,0.07
0.12,5.64,-9.00,-0.99,0.14,0.15
0.10,5.86,-9.19,-1.09,0.17,0.20
0.09,6.05,-9.37,-1.15,0.19,0.22
0.06,6.17,-9.52,-1.15,0.22,0.23
0.04,6.17,-9.67,-1.08,0.24,0.25
0.02,6.11,-9.79,-1.00,0.15,0.30
0.01,6.01,-9.88,-0.90,0.03,0.37
-0.02,5.94,-9.93,-0.81,-0.08,0.46
-0.06,5.92,-10.02,-0.73,-0.19,0.52
-0.12,6.00,-10.08,-0.61,-0.16,0.55
-0.17,6.11,-10.13,-0.49,-0.14,0.56
-0.20,6.23,-10.18,-0.33,-0.15,0.54
-0.25,6.29,-10.21,-0.15,-0.20,0.52
-0.28,6.26,-10.17,0.03,-0.32,0.51
-0.34,6.21,-10.10,0.19,-0.43,0.49
-0.39,6.17,-10.00,0.31,-0.47,0.45
-0.41,6.11,-9.94,0.39,-0.40,0.37
-0.45,6.09,-9.85,0.46,-0.25,0.27
-0.45,6.08,-9.73,0.51,-0.17,0.19
-0.47,6.08,-9.64,0.55,-0.21,0.14
-0.50,6.11,-9.55,0.60,-0.25,0.09
-0.49,6.15,-9.46,0.63,-0.27,0.03
-0.50,6.14,-9.33,0.65,-0.26,-0.07
-0.47,6.05,-9.22,0.64,-0.16,-0.17
-0.46,5.95,-9.10,0.61,-0.08,-0.24
-0.46,5.84,-9.03,0.54,-0.07,-0.29
-0.41,5.76,-8.96,0.44,-0.08,-0.30
-0.39,5.76,-8.91,0.33,-0.08,-0.32
-0.39,5.79,-8.88,0.21,-0.02,-0.37
-0.33,5.82,-8.83,0.10,0.11,-0.43
-0.28,5.81,-8.85,-0.02,0.16,-0.46
-0.26,5.77,-8.85,-0.15,0.15,-0.47
-0.21,5.67,-8.88,-0.28,0.15,-0.47
-0.18,5.59,-8.89,-0.42,0.20,-0.47
-0.15,5.54,-8.98,-0.55,0.27,-0.45
-0.12,5.57,-9.07,-0.67,0.34,-0.44
-0.09,5.68,-9.21,-0.75,0.38,-0.41
-0.05,5.82,-9.33,-0.79,0.37,-0.38
-0.04,5.94,-9.47,-0.79,0.34,-0.34
-0.02,6.04,-9.58,-0.73,0.29,-0.30
-0.01,6.09,-9.65,-0.66,0.21,-0.25
0.04,6.13,-9.68,-0.58,0.11,-0.21
0.06,6.12,-9.79,-0.50,0.11,-0.19
0.06,6.10,-9.82,-0.44,0.14,-0.18
0.05,6.13,-9.85,-0.37,0.15,-0.17
0.08,6.15,-9.87,-0.27,0.17,-0.15
0.09,6.15,-9.88,-0.16,0.12,-0.10
0.11,6.11,-9.89,-0.04,0.02,-0.02
0.09,6.05,-9.80,0.08,-0.11,0.08
0.08,5.98,-9.78,0.17,-0.25,0.17
0.04,5.93,-9.67,0.23,-0.32,0.24
0.03,5.89,-9.59,0.26,-0.29,0.28
-0.03,5.90,-9.52,0.27,-0.23,0.30
-0.05,5.94,-9.50,0.26,-0.21,0.33
-0.09,6.02,-9.46,0.25,-0.25,0.36
-0.13,6.10,-9.41,0.25,-0.28,0.36
-0.17,6.09,-9.35,0.27,-0.26,0.36
-0.20,6.02,-9.30,0.27,-0.28,0.35
-0.23,5.88,-9.19,0.24,-0.31,0.34
-0.26,5.77,-9.16,0.20,-0.28,0.34
-0.31,5.69,-9.12,0.12,-0.28,0.35
-0.36,5.73,-9.13,-0.01,-0.27,0.34
-0.39,5.82,-9.13,-0.10,-0.16,0.28
-0.40,5.95,-9.17,-0.15,-0.05,0.21
-0.41,6.02,-9.21,-0.19,-0.01,0.14
-0.41,6.00,-9.20,-0.21,-0.03,0.09
-0.44,5.96,-9.26,-0.21,-0.06,0.06
-0.45,5.89,-9.27,-0.24,-0.11,0.04
-0.45,5.85,-9.28,-0.29,-0.11,-0.01
-0.43,5.90,-9.34,-0.34,-0.01,-0.08
-0.43,5.98,-9.43,-0.39,0.14,-0.17
-0.39,6.03,-9.45,-0.41,0.24,-0.26
-0.32,6.08,-9.52,-0.39,0.27,-0.32
-0.31,6.09,-9.56,-0.35,0.23,-0.34
-0.27,6.10,-9.59,-0.28,0.18,-0.34
-0.25,6.10,-9.61,-0.22,0.12,-0.34
-0.21,6.06,-9.62,-0.15,0.10,-0.33
-0.18,6.03,-9.59,-0.10,0.07,-0.32
-0.17,6.05,-9.58,-0.05,0.04,-0.31
-0.12,6.09,-9.59,-0.01,0.03,-0.31
-0.09,6.12,-9.53,0.03,0.06,-0.32
-0.09,6.12,-9.53,0.07,0.08,-0.32
-0.06,6.10,-9.49,0.11,0.05,-0.31
-0.04,6.09,-9.47,0.15,0.04,-0.27
-0.02,6.09,-9.39,0.19,-0.03,-0.22
0.00,6.09,-9.35,0.22,-0.11,-0.17
-0.00,6.09,-9.27,0.25,-0.13,-0.13
0.00,6.02,-9.19,0.26,-0.14,-0.09
0.02,5.98,-9.15,0.25,-0.16,-0.04
0.01,5.98,-9.05,0.23,-0.22,0.02
0.00,6.01,-9.00,0.19,-0.26,0.06
-0.01,6.02,-8.95,0.15,-0.25,0.07
0.00,5.99,-8.94,0.10,-0.22,0.08
0.02,5.87,-8.87,0.06,-0.21,0.10
-0.00,5.73,-8.82,-0.01,-0.25,0.15
0.01,5.59,-8.79,-0.11,-0.29,0.23
-0.03,5.59,-8.79,-0.23,-0.31,0.31
-0.05,5.67,-8.82,-0.38,-0.33,0.38
-0.07,5.88,-8.88,-0.49,-0.27,0.39
-0.10,6.15,-8.99,-0.57,-0.14,0.35
-0.09,6.28,-9.06,-0.58,-0.13,0.32
-0.09,6.26,-9.12,-0.56,-0.26,0.32
-0.09,6.18,-9.15,-0.54,-0.41,0.34
-0.09,6.00,-9.11,-0.54,-0.46,0.35
-0.10,5.84,-9.15,-0.58,-0.44,0.38
-0.09,5.76,-9.16,-0.69,-0.40,0.43
-0.09,5.79,-9.23,-0.78,-0.37,0.48
-0.13,5.98,-9.35,-0.87,-0.40,0.51
-0.13,6.26,-9.49,-0.91,-0.38,0.48
-0.12,6.56,-9.61,-0.87,-0.15,0.38
-0.12,6.75,-9.68,-0.76,0.06,0.30
-0.10,6.74,-9.73,-0.63,-0.00,0.32
-0.10,6.60,-9.73,-0.51,-0.31,0.44
-0.10,6.38,-9.73,-0.40,-0.54,0.58
-0.14,6.22,-9.68,-0.30,-0.59,0.67
-0.20,6.15,-9.66,-0.25,-0.52,0.73
-0.23,6.31,-9.68,-0.19,-0.38,0.77
-0.30,6.54,-9.69,-0.10,-0.33,0.82
-0.35,6.74,-9.69,0.03,-0.50,0.89
-0.41,6.89,-9.69,0.21,-0.72,0.95
-0.45,6.92,-9.65,0.36,-0.88,0.95
-0.54,6.84,-9.52,0.46,-0.82,0.90
-0.57,6.67,-9.42,0.51,-0.59,0.85
-0.65,6.53,-9.35,0.52,-0.40,0.84
-0.74,6.56,-9.31,0.54,-0.40,0.87
-0.81,6.82,-9.25,0.59,-0.53,0.89
-0.89,7.18,-9.22,0.66,-0.62,0.82
-0.94,7.53,-9.19,0.77,-0.55,0.64
-0.97,7.66,-9.11,0.90,-0.40,0.39
-0.99,7.55,-8.92,1.02,-0.33,0.14
-0.97,7.24,-8.72,1.13,-0.33,-0.06
-0.95,6.81,-8.49,1.19,-0.44,-0.18
-0.91,6.36,-8.26,1.13,-0.60,-0.25
-0.89,6.00,-8.12,1.00,-0.46,-0.36
-0.82,5.81,-7.98,0.71,-0.42,-0.43
-0.80,5.74,-7.93,0.50,0.01,-0.53
-0.75,5.86,-7.91,0.20,0.09,-0.62
-0.67,6.02,-8.00,-0.06,0.12,-0.66
-0.64,6.27,-8.08,-0.22,0.28,-0.74
-0.57,6.47,-8.13,-0.43,0.21,-0.86
-0.49,6.51,-8.25,-0.51,0.47,-0.99
-0.40,6.42,-8.29,-0.61,0.51,-1.10
-0.30,6.21,-8.39,-0.71,0.45,-1.14
-0.24,6.09,-8.46,-0.81,0.44,-1.12
-0.14,6.05,-8.54,-0.96,0.38,-1.11
-0.02,6.11,-8.67,-1.09,0.52,-1.12
0.06,6.23,-8.83,-1.18,0.68,-1.13
0.16,6.34,-9.03,-1.24,0.73,-1.12
0.24,6.43,-9.18,-1.22,0.68,-1.04
0.29,6.49,-9.30,-1.19,0.48,-0.91
0.35,6.50,-9.47,-1.12,0.34,-0.80
0.40,6.52,-9.56,-0.96,0.44,-0.74
0.46,6.51,-9.69,-0.85,0.40,-0.69
0.51,6.47,-9.73,-0.63,0.54,-0.62
0.54,6.41,-9.73,-0.41,0.47,-0.51
0.59,6.25,-9.73,-0.19,0.17,-0.29
0.59,6.12,-9.66,0.06,-0.11,0.01
0.55,6.07,-9.57,0.22,-0.53,0.31
0.51,6.08,-9.45,0.34,-0.72,0.58
0.43,6.29,-9.37,0.42,-0.80,0.80
0.29,6.58,-9.32,0.45,-0.94,0.92
0.18,6.86,-9.27,0.51,-0.99,0.98
0.07,6.97,-9.16,0.60,-1.09,0.95
0.01,6.75,-8.99,0.61,-1.23,0.87
-0.06,6.19,-8.73,0.58,-1.34,0.76
-0.12,5.38,-8.50,0.34,-1.45,0.69
-0.17,4.59,-8.35,-0.12,-1.48,0.56
-0.22,3.97,-8.31,-0.70,-1.05,0.39
-0.25,3.71,-8.45,-1.46,-0.56,0.12
-0.23,3.89,-8.79,-2.18,0.03,-0.21
