10.49,-1.05,-1.69,-0.28,0.00,-0.05
10.49,-1.08,-1.67,-0.26,0.01,-0.06
10.53,-1.10,-1.65,-0.25,0.02,-0.07
10.50,-1.12,-1.62,-0.25,0.04,-0.06
10.49,-1.18,-1.61,-0.25,0.04,-0.05
10.52,-1.20,-1.68,-0.25,0.04,-0.04
10.58,-1.22,-1.66,-0.25,0.04,-0.03
10.60,-1.21,-1.67,-0.22,0.02,-0.01
10.58,-1.19,-1.62,-0.20,0.02,-0.00
10.61,-1.15,-1.53,-0.20,0.01,0.01
10.59,-1.10,-1.50,-0.20,0.01,0.02
10.57,-1.06,-1.49,-0.21,0.02,0.03
10.52,-1.01,-1.53,-0.21,0.02,0.03
10.47,-1.02,-1.55,-0.21,0.03,0.03
10.49,-1.00,-1.55,-0.20,0.03,0.01
10.48,-1.01,-1.58,-0.19,0.01,0.01
10.47,-1.02,-1.60,-0.19,0.01,0.01
10.50,-1.03,-1.60,-0.19,0.01,0.01
10.51,-1.04,-1.57,-0.19,0.01,0.01
10.53,-1.02,-1.56,-0.18,0.01,0.01
10.59,-1.03,-1.54,-0.19,0.02,0.01
10.60,-1.01,-1.52,-0.18,0.00,0.01
10.54,-0.99,-1.56,-0.18,0.00,0.00
10.51,-0.98,-1.57,-0.18,0.01,-0.01
10.53,-0.98,-1.58,-0.18,0.02,-0.01
10.50,-1.02,-1.61,-0.18,0.01,-0.01
10.49,-1.03,-1.64,-0.17,0.01,-0.00
10.46,-1.00,-1.67,-0.15,0.01,-0.01
10.44,-1.00,-1.61,-0.13,0.02,-0.02
10.45,-0.98,-1.61,-0.12,0.02,-0.02
10.47,-0.96,-1.58,-0.11,0.01,-0.02
10.46,-0.95,-1.56,-0.11,0.00,-0.03
10.44,-0.94,-1.55,-0.11,0.00,-0.03
10.46,-0.89,-1.51,-0.11,0.00,-0.04
10.42,-0.88,-1.48,-0.11,0.02,-0.05
10.41,-0.88,-1.44,-0.12,0.02,-0.07
10.38,-0.86,-1.46,-0.13,0.01,-0.08
10.34,-0.86,-1.47,-0.14,0.02,-0.11
10.36,-0.91,-1.45,-0.15,0.02,-0.13
10.40,-0.91,-1.45,-0.16,0.02,-0.14
10.42,-0.96,-1.47,-0.17,0.02,-0.15
10.43,-0.98,-1.47,-0.18,0.02,-0.16
10.48,-1.02,-1.49,-0.19,0.02,-0.17
10.45,-1.07,-1.51,-0.19,0.02,-0.17
10.49,-1.11,-1.52,-0.19,0.03,-0.17
10.52,-1.14,-1.53,-0.18,0.01,-0.16
10.48,-1.17,-1.50,-0.16,0.02,-0.16
10.53,-1.16,-1.48,-0.15,0.03,-0.16
10.53,-1.13,-1.48,-0.14,0.02,-0.15
10.54,-1.10,-1.45,-0.13,0.02,-0.15
10.57,-1.11,-1.43,-0.13,0.02,-0.14
10.61,-1.14,-1.48,-0.12,0.04,-0.14
10.76,-1.07,-1.49,-0.12,0.06,-0.12
10.75,-0.97,-1.53,-0.10,0.03,-0.11
10.83,-0.91,-1.44,-0.09,0.04,-0.11
10.97,-0.89,-1.34,-0.08,0.05,-0.10
11.07,-0.76,-1.28,-0.06,0.03,-0.07
11.06,-0.61,-1.18,-0.02,0.01,-0.03
10.89,-0.29,-1.05,0.05,-0.03,0.00
10.65,0.18,-1.02,0.12,-0.03,0.03
10.37,0.98,-1.21,0.17,-0.05,0.05
9.95,1.46,-1.38,0.18,-0.06,-0.08
9.87,1.86,-1.65,0.15,-0.09,-0.16
10.11,2.00,-1.68,0.15,-0.17,-0.25
10.49,2.11,-1.56,0.21,-0.27,-0.34
10.89,2.29,-1.23,0.35,-0.33,-0.43
11.15,2.48,-0.82,0.42,-0.36,-0.49
11.40,2.58,-0.63,0.44,-0.36,-0.56
11.42,2.58,-0.66,0.46,-0.37,-0.63
11.23,2.45,-0.81,0.51,-0.36,-0.71
10.88,2.35,-1.01,0.56,-0.28,-0.80
10.72,2.27,-1.26,0.63,-0.20,-0.90
10.75,2.18,-1.44,0.69,-0.13,-1.00
10.58,2.08,-1.62,0.71,-0.10,-1.08
10.30,1.90,-1.80,0.67,-0.08,-1.15
10.09,1.65,-1.97,0.58,-0.06,-1.22
10.08,1.50,-2.18,0.45,-0.04,-1.26
10.50,1.36,-2.33,0.33,-0.03,-1.30
11.31,1.23,-2.42,0.19,-0.03,-1.34
12.24,1.04,-2.40,0.06,-0.04,-1.40
13.11,0.82,-2.33,-0.10,-0.00,-1.49
13.64,0.45,-2.21,-0.22,0.06,-1.56
13.57,-0.06,-2.36,-0.35,0.03,-1.61
13.11,-0.67,-2.58,-0.54,0.05,-1.60
